epoch,accuracy,val_accuracy,loss,val_loss
1,0.07062499970197678,0.2248000055551529,3.1247138284146785,2.8189663887023926
2,0.3178333342075348,0.44999998807907104,2.0214200584295514,0.3748652935028076
3,0.6309166550636292,0.548799991607666,1.028223925435547,3.1687872409820557
4,0.7456250190734863,0.635200023651123,0.6629609156285975,0.6644740104675293
5,0.8355000019073486,0.646399974822998,0.45059363311108125,3.227018169127405e-05
6,0.875166654586792,0.876800000667572,0.34065515965230586,0.0008863649563863873
7,0.8927083611488342,0.7512000203132629,0.2944459856866994,0.0991835817694664
8,0.921875,0.8676000237464905,0.21269913916700034,2.622604000634965e-08
9,0.9359166622161865,0.7224000096321106,0.17127966142376275,0.007282061502337456
10,0.9522500038146973,0.8799999952316284,0.1368994181882499,0.1657487154006958
11,0.9478333592414856,0.8148000240325928,0.17383614853905555,0.0005462958361022174
12,0.9646250009536743,0.9223999977111816,0.10787880782364141,0.08957357704639435
13,0.9668333530426025,0.8363999724388123,0.09327109983411291,0.3226397633552551
14,0.9679166674613953,0.8903999924659729,0.10039746859258827,0.4416293203830719
15,0.9761666655540466,0.7572000026702881,0.07933202388181523,0.007606809958815575
16,0.9738333225250244,0.8679999709129333,0.07858527393262318,1.9404020309448242
17,0.9829166531562805,0.852400004863739,0.049878290755872,1.5292003154754639
18,0.9734583497047424,0.7883999943733215,0.07706162716518485,1.5851669311523438
19,0.9756666421890259,0.8348000049591064,0.0761077318650635,0.29072657227516174
20,0.9839583039283752,0.8324000239372253,0.04693059733067088,0.5511185526847839
21,0.9904999732971191,0.9016000032424927,0.029077850628173436,1.9287945178803056e-06
22,0.9746666550636292,0.807200014591217,0.07605378703281089,0.0
23,0.9794583320617676,0.8867999911308289,0.05943647761107703,2.5044899302884005e-05
24,0.9901666641235352,0.8543999791145325,0.02976263516173715,0.3014277219772339
25,0.9916250109672546,0.8644000291824341,0.026369924154757172,2.3912250995635986
26,0.9784166812896729,0.7408000230789185,0.06448071081152214,5.886056423187256
27,0.9902916550636292,0.9327999949455261,0.028058267378728304,0.0905403345823288
28,0.9935833215713501,0.8384000062942505,0.01984463275912309,0.00016005159704945982
29,0.9902499914169312,0.8960000276565552,0.03195108077564365,1.78845293703489e-05
30,0.9931666851043701,0.8267999887466431,0.023147623182575097,0.0
31,0.9915416836738586,0.9079999923706055,0.025301600495156236,0.03296811133623123
32,0.9749166369438171,0.8416000008583069,0.087254317487304,0.04074269160628319
33,0.9955416917800903,0.9164000153541565,0.013899191999314948,2.3864738941192627
34,0.9965833425521851,0.8668000102043152,0.00970805048074617,4.0694776544114575e-06
35,0.9954166412353516,0.9308000206947327,0.012950011743593975,1.4234942197799683
36,0.9767500162124634,0.8795999884605408,0.09124908812764584,0.00022101747163105756
37,0.9959166646003723,0.921999990940094,0.012803322132055792,4.0241498936666176e-05
38,0.9964166879653931,0.8808000087738037,0.011594999563418801,0.0240597203373909
39,0.9965833425521851,0.9088000059127808,0.010246774378881338,2.965268850326538
40,0.9943333268165588,0.8496000170707703,0.017066534672933117,0.0066211591474711895
